opis_id,name,address,city,state,latitude,longitude,price_mean,price_min,price_max,price_sample_count
7,WOODSHED OF BIG CABIN,"I-44, EXIT 283 & US-69",Big Cabin,OK,36.542261,-95.221994,3.007333,3.007333,3.007333,1
9,KWIK TRIP #796,"I-94, EXIT 143 & US-12 & SR-21",Tomah,WI,43.988010,-90.501380,3.287333,3.287333,3.287333,1
20,PILOT TRAVEL CENTER #1243,"I-8, EXIT 119 & SR-85",Gila Bend,AZ,32.966242,-112.715465,3.899000,3.899000,3.899000,2
28,LITTLEFIELD EXPRESS #2,"I-540, EXIT 12 & US-71",Fort Smith,AR,35.349276,-94.370883,3.399000,3.399000,3.399000,1
35,ACI TRUCK STOP,US-46,Columbia,NJ,40.925868,-75.094062,3.079000,3.079000,3.079000,1
36,SHENANDOAH TRUCK CENTER,"I-81, EXIT 273 & SR-703/SR-292",Mount Jackson,VA,38.738878,-78.650918,2.899000,2.899000,2.899000,1
44,CIRCLE K #2612042,"I-35,  EXIT 271",Jarrell,TX,30.810264,-97.615122,2.919000,2.919000,2.919000,1
46,PETRO STOPPING CENTER #348,"I-85,  EXIT 22 & CR-138",Shorter,AL,32.411501,-85.972808,3.154000,3.154000,3.154000,1
49,TA SEYMOUR TRAVEL CENTER,"I-65, EXIT 50 & US-50 & US-31",Seymour,IN,38.947516,-85.891285,3.959000,3.959000,3.959000,1
50,TA COUNCIL BLUFFS TRAVEL CENTER,"I-29 & I-80, EXIT 3",Council Bluffs,IA,41.235987,-95.853163,3.725667,3.725667,3.725667,1
56,TOPS TRUCK STOP,"I-94, EXIT 182 & US-83",Sterling,ND,46.851260,-100.267087,3.515667,3.515667,3.515667,1
75,Good 2 Go #709,US-50,Montrose,CO,38.468802,-107.858914,3.424000,3.424000,3.424000,1
77,OASIS TRAVEL PLAZA,US-13,Laurel,DE,38.571457,-75.571134,3.229000,3.229000,3.229000,1
79,DELAWARE TRUCK PLAZA,US-13 & US-40,New Castle,DE,39.670017,-75.566519,3.249000,3.249000,3.249000,1
81,One9 #89,"I-75, EXIT 224",Ellenton,FL,27.526580,-82.526683,3.439000,3.439000,3.439000,1
85,DOWNIEVILLE FUEL STOP,"I-70, EXIT 234",Dumont,CO,39.764710,-105.600278,3.459000,3.459000,3.459000,1
91,MOLLYS FOOD & FUEL,"I-20 & ST 22, EXIT 55",Crawfordville,GA,33.554641,-82.896695,3.499000,3.499000,3.499000,1
105,TA SAGINAW I 75 TRAVEL CENTER,"I-75, EXIT 144-B",Bridgeport,MI,43.370815,-83.881964,3.337333,3.269000,3.429000,6
118,Lupton Truck Stop #567,"I-40, EXIT 359",Lupton,AZ,35.354743,-109.052817,3.299000,3.299000,3.299000,1
121,PETRO STOPPING CENTER #306,"I-10, EXIT 200",Eloy,AZ,32.741255,-111.594015,3.474000,3.474000,3.474000,1
127,CIRCLE K #4700095,US-41,Henderson,KY,37.838416,-87.580971,3.609000,3.609000,3.609000,1
128,THE EFFINGHAM CHROME SHOP,"I-57 & I-70, EXIT 159",Effingham,IL,39.119750,-88.550896,3.432333,3.349000,3.549000,3
135,LOVES TRAVEL STOP #766,"I-80, EXIT 27",Atkinson,IL,41.413245,-90.005345,3.475667,3.389000,3.589000,3
147,SPEEDWAY #8039,"I-69, EXIT 234 & SR-67",Daleville,IN,40.118872,-85.556247,3.624000,3.624000,3.624000,1
149,RAYS TRUCK WASH,"I-69, EXIT 309 & US-30",Fort Wayne,IN,41.089132,-85.143900,3.592333,3.592333,3.592333,1
151,CUBBYS #2101,"I-80, EXIT 211 & SR-47",Gothenburg,NE,40.924676,-100.153929,3.132333,3.132333,3.132333,1
159,PILOT TRAVEL CENTERS #87,"I-10, EXIT 343",Jacksonville,FL,30.336864,-81.661603,3.859000,3.859000,3.859000,2
160,PILOT TRAVEL CENTERS #79,"I-12, EXIT 10 AT MILE 10",Denham Springs,LA,30.474329,-90.959027,3.232333,3.232333,3.232333,1
164,FLYING J TRAVEL PLAZA #650,"I-94, EXIT 15 B",Lake Station,IN,41.576735,-87.252878,3.809000,3.809000,3.809000,1
167,FLYING J TRAVEL PLAZA #653,RT 2 & I-65 EXIT 240,Hebron,IN,41.325085,-87.201916,3.435667,3.435667,3.435667,1
174,Hop-In Food Stores,US-59 & SR-224,Nacogdoches,TX,31.612364,-94.652046,2.859000,2.859000,2.859000,1
184,SAPP BROS TRAVEL CENTER,"I-29 & I-80, EXIT 1B",Council Bluffs,IA,41.235987,-95.853163,3.719000,3.719000,3.719000,1
186,COFFEE CUP FUEL STOP #5,"I-90, EXIT 154 & US-16",Moorcroft,WY,44.264483,-104.947564,3.239000,3.239000,3.239000,1
187,DUDLEYS CORNER,"I-35, EXIT 165 & SR-3",Latimer,IA,42.762921,-93.365518,3.232333,3.232333,3.232333,1
191,KUM & GO #0302,"I-35, EXIT 193 & SR 106",Clear Lake,IA,43.135090,-93.373651,3.185667,3.185667,3.185667,1
192,Brew Stuart Truckstop,"I-80, EXIT 93",Stuart,IA,41.500464,-94.318105,3.099000,3.099000,3.099000,1
195,PETRO STOPPING CENTER #311,"I-40 & I-55, EXIT 280",West Memphis,AR,35.149554,-90.199266,3.367333,3.367333,3.367333,1
198,SINCLAIR,"I-76, EXIT 115",Atwood,CO,40.550477,-103.274598,3.299000,3.299000,3.299000,1
199,PETRO STOPPING CENTER #366,"I-70, EXIT 252",Salina,KS,38.813085,-97.614477,3.805667,3.805667,3.805667,1
203,PILOT TRAVEL CENTERS #31,"I-80/94, EXIT 2",Highland,IN,41.546622,-87.457616,3.814000,3.799000,3.829000,2
207,MARATHON,SR-32,Sardinia,OH,39.007114,-83.802104,3.565667,3.565667,3.565667,1
216,CIRCLE K #2721593,"I-10, EXIT 50",Ocean Springs,MS,30.402704,-88.788647,3.415667,3.415667,3.415667,1
217,NORTH 9TH 24/7,"I-70, EXIT 252",Salina,KS,38.813085,-97.614477,3.025667,3.025667,3.025667,1
231,DERBY CITYS TRUCK PLAZA,"I-75, EXIT 62 & US-25",Mount Vernon,KY,37.357071,-84.332869,2.999000,2.999000,2.999000,1
235,PILOT TRAVEL CENTERS #92,"I-75, EXIT 358",Ocala,FL,29.177510,-82.151025,3.385667,3.359000,3.412333,2
240,LA 1 SOUTH TRUCKSTOP,"I-10, EXIT 153 & SR-1",Port Allen,LA,30.443835,-91.207410,3.039000,3.039000,3.039000,1
243,SAVE,US-41 & SR-10,Lake Village,IN,41.130830,-87.439024,3.179000,3.179000,3.179000,1
244,BIG D TRUCK TRAVEL PLAZA,"I-10, EXIT 92 & SR-95",Duson,LA,30.238360,-92.189070,2.982333,2.982333,2.982333,1
248,Mardi Gras Truck Stop,"I-10, EXIT 236",New Orleans,LA,30.053420,-89.934502,3.729000,3.729000,3.729000,1
250,GOLDEN OX TRUCK STOP,"I-70/US-40, EXIT 159 & US-183",Hays,KS,38.882227,-99.322225,3.499000,3.499000,3.499000,1
253,LOVES TRAVEL STOP #450,"I-40, EXIT 280 & I-55, EXIT 4",West Memphis,AR,35.149554,-90.199266,3.325667,3.325667,3.325667,1
256,BFS FOODS #66,"I-68/US-40, EXIT 22 & US-219",Grantsville,MD,39.696916,-79.152849,3.899000,3.899000,3.899000,1
257,PILOT TRAVEL CENTER #917- TOWN PUMP,I-15 & 31ST STREET EXIT 277,Great Falls,MT,47.502518,-111.299970,3.635667,3.635667,3.635667,1
263,CASEYS #3956,I-94 EXIT 16,Bridgman,MI,41.935169,-86.567110,3.559000,3.559000,3.559000,1
267,CORNER MARKET #117,SR-154 & SR-129,Dodge City,KS,37.760677,-100.018438,3.399000,3.399000,3.399000,1
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,41.916586,-83.384324,3.379000,3.249000,3.559000,5
278,CARLISLE PLAZA,US-41,Carlisle,IN,38.960778,-87.401424,3.499000,3.499000,3.499000,1
281,CIRCLE K #4700065,"I-65, EXIT 76 & US-31",Taylorsville,IN,39.296476,-85.950274,3.399000,3.399000,3.399000,1
289,LOVES TRAVEL STOP #173,"I-70, MM 209",Lawrence,KS,38.960029,-95.262930,3.229000,3.229000,3.229000,1
292,PETES #56,US-169 & CR-5000,Cherryvale,KS,37.269148,-95.553354,3.232333,3.232333,3.232333,1
293,LOVES TRAVEL STOP #176,"I-35, MILE MARKER 97",Matfield Green,KS,38.159651,-96.562014,3.255667,3.255667,3.255667,1
304,FL Roberts,"I-91, EXIT 4",Springfield,MA,42.115454,-72.539978,3.599000,3.599000,3.599000,1
309,QUIKTRIP #231,"I-635, EXIT 3",Kansas City,KS,39.122539,-94.741781,3.199000,3.199000,3.199000,1
323,SAPP BROS TRAVEL CENTER,"I-80, EXIT 126",Ogallala,NE,41.129595,-101.720677,3.465667,3.465667,3.465667,1
326,FLYING J TRAVEL PLAZA #748,"I-15, EXIT 357",Willard,UT,41.403172,-112.042539,3.749000,3.749000,3.749000,1
341,TA JACKSONVILLE SOUTH TRAVEL CENTER,"I-95, EXIT 329",Saint Johns,FL,29.952077,-81.517952,3.469000,3.469000,3.469000,1
347,7-ELEVEN #40514,I-90/80-IN TOLL RD MM 22E,Portage,IN,41.591612,-87.178939,3.990667,3.990667,3.990667,1
358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,42.101331,-75.909369,3.724000,3.689000,3.769000,4
361,CIRCLE K #2726293,"I-295, EXIT 25",Jacksonville,FL,30.336864,-81.661603,3.315667,3.315667,3.315667,1
368,WILTON TRAVEL PLAZA,"I-87, EXIT 16",Gansevoort,NY,43.196185,-73.651784,3.774000,3.749000,3.799000,2
372,GAS DEPOT,"I-94, EXIT 5",Hammond,IN,41.618736,-87.494949,3.999000,3.999000,3.999000,1
381,7-Eleven #41830,US-69 & US-135,Jacksonville,TX,31.959514,-95.265705,2.915667,2.915667,2.915667,1
387,Circle K #2709664,"I-8, EXIT 12",Yuma,AZ,32.516286,-114.521782,3.489000,3.489000,3.489000,1
388,Pilot Travel Centers #14,"I-71, EXIT 131",Sunbury,OH,40.249405,-82.880199,3.719000,3.719000,3.719000,1
391,PILOT TRAVEL CENTERS #13,"I-71, EXIT 209",Seville,OH,41.020710,-81.867141,3.699000,3.699000,3.699000,1
403,TRUCKOMAT OF HEBRON,"I-70, EXIT 126 & SR-37",Hebron,OH,39.965248,-82.486506,3.429000,3.429000,3.429000,1
407,FUEL MART #641,"I-80 & I-280, EXIT 71",Perrysburg,OH,41.538986,-83.644132,3.499000,3.499000,3.499000,1
421,PETRO STOPPING CENTER #316,"I-40 & I-35, EXIT 127",Oklahoma City,OK,35.467079,-97.513657,3.302333,3.302333,3.302333,1
424,E EXPRESS,"I-40, EXIT 166",Choctaw,OK,35.484983,-97.269942,2.899000,2.899000,2.899000,1
425,Neighbors Express,"I-16, EXIT 51",Dublin,GA,32.535471,-82.928807,3.299000,3.299000,3.299000,1
442,WESTERN COOP,US-385 & SR-2,Alliance,NE,42.102567,-102.876188,3.324000,3.324000,3.324000,1
455,MR FUEL #753,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,37.928749,-77.455815,3.265667,3.265667,3.265667,1
456,THE COUNTRY OASIS,US-24,Woodburn,IN,41.128673,-84.850221,3.399000,3.399000,3.399000,1
458,HAPPY HILLS GAS & COFFEE,I-29 EXIT 110,Rock Port,MO,40.410911,-95.533087,3.399000,3.399000,3.399000,1
460,TRUCK STOP 44,I-20 EXIT 44,Gilbert,SC,33.924111,-81.391042,3.079000,3.079000,3.079000,1
461,SPINX #271,"I-26, EXIT 145 & US-601",Orangeburg,SC,33.493596,-80.866880,3.262333,3.262333,3.262333,1
469,LOAF N JUG #750010,US-160 & SR-17,Alamosa,CO,37.474528,-105.876956,3.259000,3.259000,3.259000,1
474,KEWANEE 1 STOP,"I-20, EXIT 169 & US-80",Toomsuba,MS,32.430282,-88.507088,3.299000,3.299000,3.299000,1
478,GASTRAK OF PEMBINA,"I-29, EXIT 215",Pembina,ND,48.967087,-97.246861,3.299000,3.299000,3.299000,1
483,ALLSUPS #2387,US-54/SR-136/SR-3 & US-64,Guymon,OK,36.690101,-101.477046,2.975667,2.975667,2.975667,1
486,LA NORIA CONV STORES,"I-35 N, EXIT 4",Laredo,TX,27.560379,-99.489181,3.299000,3.299000,3.299000,1
489,EDDIES CORNER,US-87 & US-191,Moore,MT,46.974956,-109.695113,3.749000,3.749000,3.749000,1
491,One9 #403,"I-75, EXIT 117",Heiskell,TN,36.081747,-84.053804,2.999000,2.999000,2.999000,1
496,PILOT TRAVEL CENTERS #270,"I-40 & I-75, EXIT 374",Knoxville,TN,35.970680,-83.949270,3.439000,3.439000,3.439000,1
509,LOVES TRAVEL STOPS #256,"I-10, EXIT 140B",Van Horn,TX,31.040672,-104.834154,3.649000,3.649000,3.649000,2
522,GO MART FOOD STORE #57,"I-70 & ST-285, EXIT 186",Lore City,OH,39.983203,-81.460077,3.179000,3.179000,3.179000,1
523,CIRCLE K #2723322,"I-985, EXIT 20 & SR-60",Gainesville,GA,34.290100,-83.829106,3.265667,3.265667,3.265667,1
525,FASTBREAK,US-45 ALT,West Point,MS,33.606236,-88.657568,3.059000,3.059000,3.059000,1
546,PLAZA 30,US-30,Wanatah,IN,41.430561,-86.892347,3.499000,3.499000,3.499000,1
557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,41.349215,-89.138573,3.429000,3.289000,3.589000,4
559,SHELL MORGAN ROAD TRUCK STOP,"I-40, EXIT 142",Maumelle,AR,34.852344,-92.399995,3.207333,3.207333,3.207333,1
566,TA GARY TRAVEL CENTER,"I-80/I-94, EXIT 6",Gary,IN,41.590740,-87.347113,3.830667,3.830667,3.830667,1
567,TA ELOY TRAVEL CENTER,"I-10 & I-8, EXIT 203",Eloy,AZ,32.741255,-111.594015,3.459000,3.459000,3.459000,1
572,PILOT TRAVEL CENTERS #881,"I-69, EXIT 309A",Fort Wayne,IN,41.089132,-85.143900,3.889000,3.879000,3.899000,2
576,PETRO STOPPING CENTER #343,"I-10, EXIT 76",Egan,LA,30.245515,-92.511594,3.624000,3.624000,3.624000,1
578,LOVES TRAVEL STOP #449,"I-84, EXIT 17",Troutdale,OR,45.539220,-122.392673,3.779000,3.779000,3.779000,1
579,FLYING J TRAVEL PLAZA #764,"I-80, EXIT 104 & US-191",Rock Springs,WY,41.594704,-109.220922,3.670667,3.670667,3.670667,1
586,AMERISTAR TRAVEL PLAZA #120,"I-82, EXIT 80",Prosser,WA,46.209036,-119.767727,4.479000,4.399000,4.559000,2
588,TA TUSCALOOSA TRAVEL CENTER,"I-20/I-59, EXIT 77",Cottondale,AL,33.193047,-87.454861,2.964000,2.964000,2.964000,1
591,TA Concordia Travel Plaza,"I-70, EXIT 58 & SR-23",Concordia,MO,38.987513,-93.569227,3.225667,3.225667,3.225667,1
599,Sapp Bros Travel Center,"I-80, EXIT 59 & SR-17J",Sidney,NE,41.133633,-102.969540,3.500667,3.500667,3.500667,1
602,JIFFY MART EXIT 18 TRUCK STOP,"I-89/SR-120, EXIT 18 & SR-120",Lebanon,NH,43.635428,-72.253837,3.599000,3.599000,3.599000,1
614,TA MAYBROOK TRAVEL CENTER,"I-84, EXIT 5",Montgomery,NY,41.521266,-74.238661,4.359000,4.359000,4.359000,1
628,KWIK FILL #227,"I-90,  EXIT 218",Geneva,OH,41.800759,-80.946279,3.152333,3.152333,3.152333,1
636,UNION 76,"I-5, EXIT 233 E",Albany,OR,44.626928,-123.096741,3.379000,3.379000,3.379000,1
651,ONE9 #1366,"I-40, EXIT 126 & US-641",Holladay,TN,35.871950,-88.144936,2.985667,2.985667,2.985667,1
652,TA KNOXVILLE EAST TRAVEL CENTER,"I-40 & I-75, EXIT 374",Knoxville,TN,35.970680,-83.949270,3.425667,3.425667,3.425667,1
669,PETRO STOPPING CENTER #350,"I-10,  EXIT 4",Canutillo,TX,31.918485,-106.601062,3.499000,3.499000,3.499000,1
672,CROWN POINT TRUCK STOP,"I-295/US-130,EXIT 22",Thorofare,NJ,39.854728,-75.198685,3.549000,3.549000,3.549000,1
680,TA EXPRESS SUMMIT,"I-29, EXIT 207 & US-12",Summit,SD,45.305574,-97.039106,3.205667,3.205667,3.205667,1
684,7-ELEVEN #35101,"I-86/SR-17, EXIT 16",Randolph,NY,42.162290,-78.979690,4.499000,4.499000,4.499000,1
689,FLYING EAGLE,"I-235, EXIT 4",Wichita,KS,37.690638,-97.345836,3.499000,3.499000,3.499000,1
692,BP,US-63,Ottumwa,IA,41.022251,-92.423263,3.399000,3.399000,3.399000,1
739,Arco #364420,US-23,Greenup,KY,38.571798,-82.826295,3.649000,3.649000,3.649000,1
748,QUIKTRIP #4231,US-85,Evans,CO,40.350165,-104.748355,3.172333,3.172333,3.172333,1
769,AYERCO #26,US-61/US-136,Alexandria,MO,40.359887,-91.459398,3.015667,3.015667,3.015667,1
815,Kwik Trip #1508,"US-18/SR-151, EXIT 58",Barneveld,WI,43.011704,-89.896823,3.489000,3.489000,3.489000,1
855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,42.316696,-87.859201,3.389000,3.289000,3.499000,3
863,Ocean Fuel,US-301/SR-73,Sylvania,GA,32.747226,-81.640693,3.499000,3.499000,3.499000,1
906,PILOT TRAVEL CENTERS #429,"I-40, EXIT 280",West Memphis,AR,35.149554,-90.199266,3.395000,3.291000,3.499000,2
908,CIRCLE K #2704888,"I-65, EXIT 246 & SR-119",Pelham,AL,33.321830,-86.742197,3.465667,3.465667,3.465667,1
912,PETRO STOPPING CENTER #319,"I-20/59,  EXIT 100",Mc Calla,AL,33.303112,-87.026660,3.125667,3.125667,3.125667,1
936,CASEYS #4254,"I-40, EXIT 129",Conway,AR,35.074404,-92.467004,3.032333,3.032333,3.032333,1
970,CIRCLE K #2702885,"I-17/SR-60, EXIT 199A",Phoenix,AZ,33.572154,-112.090132,3.392333,3.392333,3.392333,1
977,PILOT TRAVEL CENTERS #328,"I-10, EXIT 17",Quartzsite,AZ,33.667507,-114.217041,3.959000,3.959000,3.959000,2
981,STINKER #85,"I-15, EXIT 93",Blackfoot,ID,43.194595,-112.346811,3.532333,3.532333,3.532333,1
982,CIRCLE K #2701948,"I-8, EXIT 7 & SR-195",Yuma,AZ,32.516286,-114.521782,3.565667,3.565667,3.565667,1
1028,FOUR STATES TRUCK STOP,"I-495, EXIT 4 & SR-9",New Castle,DE,39.670017,-75.566519,3.424000,3.399000,3.449000,2
1042,Union 76,US-441 & SR-100A,Lake City,FL,30.188638,-82.642246,3.562333,3.562333,3.562333,1
1043,SHELL DBA ONE9 #1401,I-75 EXIT 414  & US-41,Lake City,FL,30.188638,-82.642246,3.251500,3.244000,3.259000,2
1047,TA MARIANNA TRAVEL CENTER,"I-10/SR-8, EXIT 142 & SR-71",Marianna,FL,30.761445,-85.256258,3.607333,3.607333,3.607333,1
1075,PILOT TRAVEL CENTERS #68,"I-16 /SR-404, EXIT 51 & US-441",Dublin,GA,32.535471,-82.928807,3.415667,3.399000,3.432333,2
1106,CIRCLE K #2705367,"I-20, EXIT 172",Thomson,GA,33.469270,-82.495116,3.399000,3.399000,3.399000,1
1112,BC AMPRIDE TRUCK PLAZA,US-59/SR-141,Denison,IA,42.016443,-95.352861,3.399000,3.399000,3.399000,1
1115,KWIK STAR #704,SR-57/SR-14,Parkersburg,IA,42.573851,-92.778450,3.582333,3.582333,3.582333,1
1121,TRAVELERS OASIS,"I-84, EXIT 182",Eden,ID,42.605309,-114.209087,3.799000,3.799000,3.799000,1
1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,42.450687,-87.925147,3.811500,3.769000,3.879000,4
1132,SPEEDWAY #7423,"I-57, EXIT 83",Ina,IL,38.149899,-88.904019,3.249000,3.249000,3.249000,1
1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,40.110126,-87.776925,3.499000,3.399000,3.599000,3
1140,CIRCLE K #4701398,"I-55, EXIT 82 & SR-104",Divernon,IL,39.570431,-89.653638,3.499000,3.499000,3.499000,1
1149,PILOT TRAVEL CENTERS #30,"I-70, EXIT 96",Greenfield,IN,39.793283,-85.772548,3.959000,3.959000,3.959000,2
1151,SPEEDWAY #8061,"I-70, EXIT 115 & SR-109",Knightstown,IN,39.795537,-85.530811,3.759000,3.759000,3.759000,1
1154,CIRCLE K #2704691,SR-71 & CR-214,Cedar Creek,TX,30.082341,-97.511120,3.199000,3.199000,3.199000,1
1156,CIRCLE K #4700028,"I-74/US-421, EXIT 116 & SR-44",Shelbyville,IN,39.545277,-85.779499,3.599000,3.599000,3.599000,1
1157,One9 #297,"I-70, EXIT 11 & SR-46",Terre Haute,IN,39.464152,-87.376036,3.435667,3.435667,3.435667,1
1158,PILOT TRAVEL CENTERS #36,US-30  & SR-49,Valparaiso,IN,41.479812,-87.052273,3.864000,3.859000,3.869000,2
1163,SHORT STOP #13,US-54,Emporia,KS,38.402869,-96.192906,2.839000,2.839000,2.839000,1
1176,PILOT TRAVEL CENTERS #353,"I-75, EXIT 129",Georgetown,KY,38.260181,-84.534921,3.205667,3.205667,3.205667,1
1179,PILOT TRAVEL CENTERS #399,"I-65, EXIT 105",Lebanon Junction,KY,37.835239,-85.722355,3.609000,3.609000,3.609000,1
1196,SOUTHERN BELLE TRUCK STOP,US-61 & SR-964,Saint Francisville,LA,30.784234,-91.376417,3.384000,3.384000,3.384000,1
1199,ALLTOWN MARKETS #306,"I-190, EXIT 7",Leominster,MA,42.520876,-71.770611,3.682333,3.682333,3.682333,1
1202,ONE9 #290,"I-95, EXIT 93 & SR-222",Perryville,MD,39.572968,-76.064923,3.599000,3.599000,3.599000,1
1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,39.119750,-88.550896,3.434000,3.349000,3.549000,4
1208,D AVENUE FUEL PLAZA,US-131,Kalamazoo,MI,42.275163,-85.588501,3.299000,3.099000,3.499000,2
1210,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",Paw Paw,MI,42.214235,-85.892177,3.579000,3.559000,3.599000,2
1217,KWIK TRIP #250,"I-90, EXIT 179",Austin,MN,43.672098,-92.977863,3.374000,3.374000,3.374000,1
1218,CASEYS #3658,SR-210,Pillager,MN,46.330621,-94.477351,3.299000,3.299000,3.299000,1
1225,AYERCO #35,US-61 & US-61 BUS,Bowling Green,MO,39.344774,-91.202488,3.015667,3.015667,3.015667,1
1234,Lamar Travel Plaza,US-71 & US-160,Lamar,MO,37.493918,-94.278428,3.199000,3.199000,3.199000,1
1236,AYERCO #44,US-36 & US-24,Palmyra,MO,39.797780,-91.526515,3.015667,3.015667,3.015667,1
1240,TEMP STOP #103,US-65,Sedalia,MO,38.706048,-93.234498,3.199000,3.199000,3.199000,1
1247,SNAPPY MART #11,US-63 & SR-14,West Plains,MO,36.737430,-91.867957,3.299000,3.299000,3.299000,1
1251,MAPCO #3009,US-72,Corinth,MS,34.948353,-88.513618,3.154000,3.154000,3.154000,1
1256,DOUBLE QUICK #89,US-82/US-278,Greenville,MS,33.383461,-91.052314,3.255667,3.255667,3.255667,1
1265,JOE JOES TRAVEL CENTER,US-78 & RED BANKS RD S,Red Banks,MS,34.834689,-89.563407,2.972333,2.972333,2.972333,1
1304,LOVES TRAVEL STOP #667,"I-85, EXIT 152",Mebane,NC,36.081679,-79.276742,3.947333,3.947333,3.947333,1
1315,CIRCLE K #2720218,US-421 BUS & US-15/US-501/US-1,Sanford,NC,35.496723,-79.171883,3.082333,3.082333,3.082333,1
1325,SCOTCHMAN #3303,US-421 & US-74,Wilmington,NC,34.209225,-77.885767,3.629000,3.629000,3.629000,1
1326,SPEEDWAY #7949,US-301/US-264 ALT & CR-1674,Wilson,NC,35.731488,-77.930750,3.199000,3.199000,3.199000,1
1333,PUMP & PANTRY #15,US-30,Grand Island,NE,40.921352,-98.358559,3.307333,3.307333,3.307333,1
1340,BORDENTOWN VALERO,"NJ TNPK, EXIT 7 & US-206",Bordentown,NJ,40.149693,-74.707679,3.499000,3.499000,3.499000,1
1342,Delta,"I-80, EXIT 47B",Fairfield,NJ,39.372316,-75.238721,3.202333,3.202333,3.202333,1
1344,BOLLA TRUCK STOP #193,US-202 & SR-17,Mahwah,NJ,41.082067,-74.183061,3.532333,3.532333,3.532333,1
1348,GLOBAL,SR-73,Palmyra,NJ,40.002615,-75.035273,3.359000,3.359000,3.359000,1
1356,LOVES TRAVEL STOP #257,"I-40 & HORIZON, EXIT 79",Milan,NM,35.196782,-107.892371,3.590667,3.590667,3.590667,1
1364,7- ELEVEN #40507,"I-80/I-90, MM 56 WB",Rolling Prairie,IN,41.674467,-86.619898,3.982333,3.982333,3.982333,1
1372,PILOT TRAVEL CENTER #469,"I-77, EXIT 101 & SR-627",Canton,OH,40.807650,-81.367228,3.622333,3.622333,3.622333,1
1376,FUEL MART #782,"I-75, EXIT 118",Lima,OH,40.740679,-84.112091,3.085667,3.085667,3.085667,1
1379,TA LODI TRAVEL CENTER,"I-71, EXIT 209 & I-76/US-224, EXIT 1",Seville,OH,41.020710,-81.867141,3.739000,3.739000,3.739000,1
1384,SUNOCO,"I-80/I-90, EXIT 13 & US-20ALT/SR-15",Montpelier,OH,41.584246,-84.591569,3.415667,3.415667,3.415667,1
1391,ONCUE EXPRESS #2045,"I-35, EXIT 203 & SR-15",Billings,OK,36.537595,-97.441749,3.215667,3.215667,3.215667,1
1395,DOMINO FOOD AND FUEL #1,"I-40, EXIT 66",Clinton,OK,35.507101,-98.970503,3.099000,3.099000,3.099000,1
1404,ONE9 #339,"I-74, EXIT 4 & SR-63",Covington,IN,40.141470,-87.390599,3.262333,3.262333,3.262333,1
1414,SAC SHOP #507,"I-70, EXIT 12/161",Breezewood,PA,39.999251,-78.238623,4.099000,4.099000,4.099000,1
1424,GETTYSBURG TRAVEL PLAZA,US-15 & SR-394,Gettysburg,PA,39.830597,-77.234147,3.899000,3.899000,3.899000,1
1428,CIRCLE K #4702408,"I-65, EXIT 168 & SR-38/SR-25",Lafayette,IN,40.399410,-86.862806,3.432333,3.432333,3.432333,1
1432,KWIK FILL #259,"I-81, EXIT 57",Mechanicsburg,PA,40.211404,-77.005930,4.049000,4.049000,4.049000,1
1444,PILOT TRAVEL CENTERS #346,"I-20, EXIT 92 & US-601",Lugoff,SC,34.211948,-80.697601,3.432333,3.432333,3.432333,1
1445,PILOT TRAVEL CENTERS #402,"I-80, EXIT 367",Cheyenne,WY,41.127270,-104.790220,3.709000,3.709000,3.709000,1
1447,HOT SPOT #3005,US-221,Chesnee,SC,35.146247,-81.862978,3.199000,3.199000,3.199000,1
1453,EXPRESS STOP,US-278/SR-101/SR-6 & SR-113,Rockmart,GA,34.008306,-85.044978,3.319000,3.319000,3.319000,1
1455,PETRO FLORENCE,"I-95, EXIT 169",Florence,SC,34.178923,-79.792217,3.325667,3.325667,3.325667,1
1461,CIRCLE K #2705370,"I-26, EXIT 15 & US-176",Inman,SC,35.045786,-82.088485,3.099000,3.099000,3.099000,1
1464,CIRCLE K #2723254,"I-20, EXIT 55 & SR-6",Lexington,SC,33.992877,-81.221797,3.199000,3.199000,3.199000,1
1470,CIRCLE K #2705348,US-1,Beech Island,SC,33.428596,-81.890318,3.159000,3.159000,3.159000,1
1479,TA SPARTANBURG TRAVEL CENTER,"I-85, EXIT 63 & SR-290",Duncan,SC,34.929181,-82.147615,3.432333,3.432333,3.432333,1
1487,ROADRUNNER MARKET #6019,"I-81, EXIT 36 NORTH",Greeneville,TN,36.168016,-82.819669,3.499000,3.499000,3.499000,1
1492,MAPCO #3538,"I-24, EXIT 174",Chattanooga,TN,35.065958,-85.248386,2.899000,2.899000,2.899000,1
1507,CIRCLE K #4703941,"I-55, EXIT 5A",Memphis,TN,35.109026,-89.967455,3.189000,3.189000,3.189000,1
